,accession,deepwalk_embedding
27653,P33897,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
26602,Q9UBJ2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
30153,P28288,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
27743,P16970,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
21886,P61221,"[ 1.49355412e-01 -4.48874086e-02 -9.60403830e-02  1.52519345e-01
  1.44900665e-01  2.97441244e-01 -1.22375876e-01  1.59817766e-02
  4.48766649e-01 -1.28521711e-01  1.22735232e-01  6.18186332e-02
 -1.49507374e-01 -1.35315165e-01  3.36102724e-01  1.79899961e-01
  2.00556487e-01  3.05796415e-01  2.80369818e-01  6.93777502e-02
  9.16733146e-02  6.86046928e-02  2.33916953e-01 -1.51274025e-01
 -2.24296954e-02 -2.95881033e-01  1.05240762e-01 -3.00239950e-01
  1.49572685e-01 -1.35330752e-01  2.84735352e-01 -2.72904605e-01
 -7.09638596e-02 -9.71421078e-02  3.24092358e-01 -2.30539680e-01
  3.04845273e-01  3.71313334e-01  3.60326260e-01  6.03034087e-02
 -2.72225887e-01 -1.83368713e-01 -3.70409280e-01  1.75948575e-01
  3.44149545e-02 -6.13092743e-02  2.57470280e-01  3.11665356e-01
  4.54018787e-02  1.25962675e-01 -1.02616131e-01 -1.30668283e-01
 -6.11212440e-02  7.89095685e-02  2.40790069e-01 -1.45466834e-01
  2.17325706e-03  3.15529555e-01  1.34741977e-01 -3.42813730e-01
  1.01858452e-02  2.54345804e-01 -2.11352944e-01  4.19643300e-04
 -5.60744666e-04  2.01305002e-01 -2.12934554e-01  2.02702880e-01
 -7.31242299e-02  3.21881384e-01  1.03237636e-01  3.04407746e-01
 -8.52325484e-02  1.38950184e-01 -1.84716105e-01 -1.21931508e-01
 -1.12425491e-01 -1.52501896e-01  1.56406268e-01  9.72114205e-02
  2.32719928e-01 -6.33916408e-02 -2.08747789e-01 -1.39200211e-01
  1.16913758e-01  1.25588566e-01  2.24669278e-01  2.45209157e-01
 -5.50648719e-02  7.90809989e-02 -3.56993765e-01  8.66769552e-02
 -1.45760417e-01 -1.02698125e-01  8.79265442e-02 -5.01666814e-02
  1.50288299e-01 -8.07680562e-02 -2.68110394e-01 -2.50009596e-01
 -2.49793470e-01 -9.30454060e-02 -1.11060619e-01 -1.49952695e-01
  3.13252956e-02 -2.29443282e-01 -1.03524253e-01  2.10766047e-02
 -1.28662646e-01  6.98313937e-02  2.05962792e-01 -9.15402099e-02
  1.57181304e-02  2.88850039e-01  5.87850958e-02 -1.35197476e-01
  1.60706013e-01  3.47040892e-01 -4.07763831e-02  9.88108665e-02
  1.41349569e-01 -4.51827377e-01  8.72497708e-02 -2.08968177e-01
  1.74647987e-01 -2.33408492e-02 -2.16182005e-02  2.54095763e-01]"
6609,Q8NE71,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
8031,Q9UG63,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
28805,Q9NUQ8,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
23336,P45844,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
11812,Q9UNQ0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
13208,Q7TMS5,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
22449,Q80W57,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
10162,Q9H172,"[ 1.49374321e-01 -4.49301414e-02 -9.60732922e-02  1.52584717e-01
  1.44829214e-01  2.97449082e-01 -1.22244641e-01  1.60849765e-02
  4.48672116e-01 -1.28502801e-01  1.22652531e-01  6.18543960e-02
 -1.49814323e-01 -1.35601535e-01  3.36867005e-01  1.80385858e-01
  2.01833472e-01  3.07879061e-01  2.82220125e-01  6.97234720e-02
  9.22879130e-02  6.91392273e-02  2.35447958e-01 -1.52293056e-01
 -2.24351026e-02 -2.97479570e-01  1.05773702e-01 -3.01865399e-01
  1.50140807e-01 -1.36031792e-01  2.85982877e-01 -2.74230897e-01
 -7.12806731e-02 -9.76108760e-02  3.25721145e-01 -2.31754079e-01
  3.06336373e-01  3.73161137e-01  3.62192929e-01  6.06128089e-02
 -2.73496956e-01 -1.84366703e-01 -3.72281700e-01  1.76673979e-01
  3.47255692e-02 -6.15805238e-02  2.58752406e-01  3.13154310e-01
  4.56058718e-02  1.26469508e-01 -1.02972321e-01 -1.31160483e-01
 -6.13064952e-02  7.92500749e-02  2.41950020e-01 -1.46181986e-01
  2.26232689e-03  3.16799402e-01  1.35295555e-01 -3.44360620e-01
  1.02390125e-02  2.55501658e-01 -2.12280557e-01  4.51715081e-04
 -4.31198074e-04  2.02295214e-01 -2.13891864e-01  2.03620464e-01
 -7.35134855e-02  3.23175788e-01  1.03619203e-01  3.05713356e-01
 -8.56698975e-02  1.39695942e-01 -1.85755581e-01 -1.22680396e-01
 -1.12843320e-01 -1.53125569e-01  1.57189757e-01  9.76857096e-02
  2.32018292e-01 -6.33230284e-02 -2.08181098e-01 -1.38693631e-01
  1.16598129e-01  1.25100017e-01  2.24067792e-01  2.44626462e-01
 -5.48892356e-02  7.89667442e-02 -3.56021106e-01  8.65073204e-02
 -1.45350620e-01 -1.02489911e-01  8.76920447e-02 -5.00534400e-02
  1.49950787e-01 -8.06741193e-02 -2.67468989e-01 -2.49378994e-01
 -2.49166861e-01 -9.27736387e-02 -1.10693149e-01 -1.49632365e-01
  3.11956778e-02 -2.27800190e-01 -1.02766447e-01  2.08643153e-02
 -1.27727106e-01  6.92167357e-02  2.04629943e-01 -9.10135955e-02
  1.55944712e-02  2.86976010e-01  5.83192818e-02 -1.34260774e-01
  1.59553126e-01  3.44666481e-01 -4.06361222e-02  9.81550068e-02
  1.40355945e-01 -4.48725611e-01  8.67440104e-02 -2.07613379e-01
  1.74129352e-01 -2.32359562e-02 -2.14897729e-02  2.53517181e-01]"
3137,Q9H222,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
28074,Q99PE7,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
27863,Q9H221,"[ 1.47617027e-01 -4.44583222e-02 -9.48196724e-02  1.50751188e-01
  1.43211186e-01  2.93752611e-01 -1.20824881e-01  1.59656666e-02
  4.41922247e-01 -1.26599744e-01  1.20796457e-01  6.09825067e-02
 -1.47963747e-01 -1.34016499e-01  3.33152056e-01  1.78254068e-01
  1.98484689e-01  3.02911758e-01  2.77581125e-01  6.84582219e-02
  9.06936750e-02  6.80107847e-02  2.31480509e-01 -1.49867505e-01
 -2.19507404e-02 -2.92606264e-01  1.04231104e-01 -2.96938986e-01
  1.47748545e-01 -1.33788049e-01  2.81147838e-01 -2.69776762e-01
 -7.08754733e-02 -9.71176475e-02  3.24394852e-01 -2.30672970e-01
  3.04907829e-01  3.71669948e-01  3.60771298e-01  6.02113158e-02
 -2.72301197e-01 -1.83519855e-01 -3.70760143e-01  1.75950512e-01
  3.45919020e-02 -6.12554103e-02  2.57532865e-01  3.11816782e-01
  4.54760492e-02  1.26088127e-01 -1.02615058e-01 -1.30835846e-01
 -6.09958582e-02  7.89871290e-02  2.41263196e-01 -1.45674244e-01
  2.29904102e-03  3.15870553e-01  1.34915009e-01 -3.43294531e-01
  1.02738701e-02  2.54680872e-01 -2.11541370e-01  4.27591032e-04
 -3.89215391e-04  2.01660410e-01 -2.13121042e-01  2.02825546e-01
 -7.32078627e-02  3.22141737e-01  1.03338912e-01  3.04586679e-01
 -8.54848549e-02  1.39025837e-01 -1.85096607e-01 -1.22103624e-01
 -1.12577789e-01 -1.52623907e-01  1.56542033e-01  9.73944888e-02
  2.32786700e-01 -6.34817705e-02 -2.08985254e-01 -1.39313057e-01
  1.17069706e-01  1.25553489e-01  2.24967286e-01  2.45602876e-01
 -5.51855303e-02  7.91761875e-02 -3.57456684e-01  8.69761482e-02
 -1.46003649e-01 -1.02942735e-01  8.78978223e-02 -5.01487888e-02
  1.50098428e-01 -8.08847547e-02 -2.67771155e-01 -2.49574751e-01
 -2.49542937e-01 -9.28775743e-02 -1.10940687e-01 -1.49707586e-01
  3.12085822e-02 -2.28025556e-01 -1.02938130e-01  2.07671952e-02
 -1.27913281e-01  6.92494214e-02  2.04945117e-01 -9.11295265e-02
  1.55156022e-02  2.87409812e-01  5.85711263e-02 -1.34406626e-01
  1.59866795e-01  3.45069855e-01 -4.07637842e-02  9.82846767e-02
  1.40451983e-01 -4.49391752e-01  8.68327245e-02 -2.07971305e-01
  1.74374700e-01 -2.31472272e-02 -2.14695390e-02  2.53790945e-01]"
26521,P58428,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
25303,Q8N2K0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
15373,Q99LR1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
31030,P29555,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
3392,P09087,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
11821,P77674,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
31134,P41238,"[ 1.47258714e-01 -4.43977080e-02 -9.47022289e-02  1.50394022e-01
  1.42942369e-01  2.93102503e-01 -1.20312303e-01  1.59480982e-02
  4.41979736e-01 -1.26799837e-01  1.20610088e-01  6.09761961e-02
 -1.47399351e-01 -1.33540541e-01  3.31993222e-01  1.77647352e-01
  1.97952166e-01  3.02177727e-01  2.76905537e-01  6.81306124e-02
  9.06122848e-02  6.78018481e-02  2.30959505e-01 -1.49566725e-01
 -2.18037851e-02 -2.91922361e-01  1.04017615e-01 -2.96085030e-01
  1.47341862e-01 -1.33495897e-01  2.80457705e-01 -2.69260138e-01
 -6.99671209e-02 -9.58018228e-02  3.20317239e-01 -2.27847904e-01
  3.00983548e-01  3.66886824e-01  3.56172204e-01  5.92736229e-02
 -2.68869340e-01 -1.81040749e-01 -3.65838110e-01  1.73724160e-01
  3.42755876e-02 -6.05216250e-02  2.54409045e-01  3.07957232e-01
  4.47508693e-02  1.24075860e-01 -1.00909695e-01 -1.28968745e-01
 -6.00143410e-02  7.77994990e-02  2.37587333e-01 -1.43443823e-01
  2.38717580e-03  3.14062476e-01  1.34208947e-01 -3.41378272e-01
  1.01469737e-02  2.53208309e-01 -2.10559294e-01  6.15851721e-04
 -1.61755655e-04  2.00703919e-01 -2.11962923e-01  2.01821953e-01
 -7.29965940e-02  3.20382148e-01  1.02682285e-01  3.03132832e-01
 -8.47745687e-02  1.38388649e-01 -1.83914468e-01 -1.21670827e-01
 -1.12242900e-01 -1.52241722e-01  1.56136826e-01  9.73481610e-02
  2.31961295e-01 -6.33261204e-02 -2.08364159e-01 -1.38607547e-01
  1.16587341e-01  1.24965265e-01  2.24074334e-01  2.44716629e-01
 -5.48981018e-02  7.87404552e-02 -3.56009305e-01  8.66840780e-02
 -1.45418480e-01 -1.02426596e-01  8.76677856e-02 -4.98780943e-02
  1.50555238e-01 -8.13297629e-02 -2.68697977e-01 -2.50355154e-01
 -2.50473768e-01 -9.31551680e-02 -1.11382149e-01 -1.50121167e-01
  3.12247798e-02 -2.28757635e-01 -1.03255101e-01  2.08807066e-02
 -1.28257528e-01  6.95243850e-02  2.05790520e-01 -9.14105698e-02
  1.55439479e-02  2.88449258e-01  5.87384850e-02 -1.34908050e-01
  1.60401478e-01  3.46324027e-01 -4.10670862e-02  9.86012444e-02
  1.40941128e-01 -4.50890899e-01  8.70465711e-02 -2.08624482e-01
  1.74683288e-01 -2.30914559e-02 -2.16247253e-02  2.54791111e-01]"
6924,P51908,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
29508,P38483,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
2336,Q9Y235,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
